student_id,name,email,department,semester,year_of_study
425,Mohit Dubey,mohit.dubey@college.edu,Information Technology,8,3
426,Mohit Ghosh,mohit.ghosh@college.edu,Data Science,6,3
427,Mohit Mehta,mohit.mehta@college.edu,Data Science,7,3
428,Mohit Menon,mohit.menon@college.edu,Information Technology,3,1
429,Mohit Mishra,mohit.mishra@college.edu,Data Science,6,1
430,Mohit Pillai,mohit.pillai@college.edu,Information Technology,7,3
431,Mohit Tiwari,mohit.tiwari@college.edu,Data Science,1,4
432,Naveen Banerjee,naveen.banerjee@college.edu,Computer Science,5,4
433,Naveen Gupta,naveen.gupta@college.edu,Data Science,6,2
434,Naveen Jain,naveen.jain@college.edu,Information Technology,4,3
435,Naveen Kumar,naveen.kumar@college.edu,Information Technology,4,2
436,Naveen Malhotra,naveen.malhotra@college.edu,Information Technology,2,4
437,Naveen Mishra,naveen.mishra@college.edu,Information Technology,6,2
438,Naveen Rao,naveen.rao@college.edu,Information Technology,5,3
439,Neeraj Arora,neeraj.arora@college.edu,AI,8,3
440,Neeraj Chauhan,neeraj.chauhan@college.edu,AI,3,3
441,Neeraj Ghosh,neeraj.ghosh@college.edu,Data Science,1,1
442,Neeraj Kaur,neeraj.kaur@college.edu,Information Technology,2,2
443,Neeraj Khanna,neeraj.khanna@college.edu,Data Science,4,4
444,Neeraj Pillai,neeraj.pillai@college.edu,Information Technology,3,4
445,Neeraj Rao,neeraj.rao@college.edu,Information Technology,3,4
446,Neeraj Singh,neeraj.singh@college.edu,AI,1,1
447,Neeraj Verma,neeraj.verma@college.edu,AI,8,1
448,Neha Arora,neha.arora@college.edu,Computer Science,8,3
449,Neha Chatterjee,neha.chatterjee@college.edu,AI,6,4
450,Neha Chauhan,neha.chauhan@college.edu,Computer Science,4,1
451,Neha Dubey,neha.dubey@college.edu,Computer Science,8,3
452,Neha Gupta,neha.gupta@college.edu,Computer Science,5,4
453,Neha Iyer,neha.iyer@college.edu,Computer Science,8,2
454,Neha Khanna,neha.khanna@college.edu,Computer Science,3,3
455,Neha Kumar,neha.kumar@college.edu,Data Science,1,1
456,Neha Nair,neha.nair@college.edu,AI,5,1
457,Neha Roy,neha.roy@college.edu,Computer Science,6,3
458,Nikhil Agarwal,nikhil.agarwal@college.edu,Information Technology,4,3
459,Nikhil Das,nikhil.das@college.edu,AI,6,1
460,Nikhil Ghosh,nikhil.ghosh@college.edu,AI,3,2
461,Nikhil Jain,nikhil.jain@college.edu,Computer Science,5,4
462,Nikhil Kapoor,nikhil.kapoor@college.edu,Data Science,5,2
463,Nikhil Khanna,nikhil.khanna@college.edu,Computer Science,5,3
464,Nikhil Patel,nikhil.patel@college.edu,Data Science,3,2
465,Nikhil Pillai,nikhil.pillai@college.edu,Information Technology,3,1
466,Nikhil Sethi,nikhil.sethi@college.edu,AI,6,3
467,Nikhil Shetty,nikhil.shetty@college.edu,Information Technology,2,4
468,Nikhil Trivedi,nikhil.trivedi@college.edu,Data Science,6,1
469,Nikita Banerjee,nikita.banerjee@college.edu,Data Science,4,1
470,Nikita Chatterjee,nikita.chatterjee@college.edu,Information Technology,1,4
471,Nikita Chauhan,nikita.chauhan@college.edu,Data Science,5,4
472,Nikita Das,nikita.das@college.edu,Information Technology,2,2
473,Nikita Desai,nikita.desai@college.edu,AI,1,3
474,Nikita Patel,nikita.patel@college.edu,Information Technology,2,4
475,Nikita Rao,nikita.rao@college.edu,AI,8,4
476,Nikita Saxena,nikita.saxena@college.edu,Information Technology,8,3
477,Nikita Shah,nikita.shah@college.edu,Data Science,7,4
478,Nikita Singh,nikita.singh@college.edu,Information Technology,8,4
479,Nikita Thakur,nikita.thakur@college.edu,Data Science,6,2
480,Nisha Chatterjee,nisha.chatterjee@college.edu,Information Technology,8,1
481,Nisha Joshi,nisha.joshi@college.edu,Information Technology,3,1
482,Nisha Kaur,nisha.kaur@college.edu,Computer Science,5,1
483,Nisha Mehta,nisha.mehta@college.edu,Data Science,6,1
484,Nisha Menon,nisha.menon@college.edu,Computer Science,1,4
485,Nisha Patel,nisha.patel@college.edu,Data Science,7,3
486,Nisha Reddy,nisha.reddy@college.edu,Computer Science,7,3
487,Nisha Sen,nisha.sen@college.edu,AI,7,2
488,Nisha Shetty,nisha.shetty@college.edu,Information Technology,1,2
489,Nisha Tiwari,nisha.tiwari@college.edu,Data Science,1,4
490,Nisha Verma,nisha.verma@college.edu,Data Science,1,3
491,Pallavi Iyer,pallavi.iyer@college.edu,Information Technology,1,3
492,Pallavi Kaur,pallavi.kaur@college.edu,Data Science,7,1
493,Pallavi Khanna,pallavi.khanna@college.edu,Data Science,7,4
494,Pallavi Nair,pallavi.nair@college.edu,Computer Science,2,4
495,Pallavi Pillai,pallavi.pillai@college.edu,Data Science,6,1
496,Pallavi Roy,pallavi.roy@college.edu,AI,5,4
497,Pallavi Saxena,pallavi.saxena@college.edu,AI,8,4
498,Pallavi Sethi,pallavi.sethi@college.edu,Information Technology,8,2
499,Pallavi Sharma,pallavi.sharma@college.edu,Data Science,3,3
500,Pallavi Singh,pallavi.singh@college.edu,Information Technology,7,4
501,Pallavi Thakur,pallavi.thakur@college.edu,AI,3,2
502,Pallavi Verma,pallavi.verma@college.edu,Data Science,6,3
503,Parth Chatterjee,parth.chatterjee@college.edu,Data Science,6,1
504,Parth Chauhan,parth.chauhan@college.edu,Information Technology,3,2
505,Parth Jain,parth.jain@college.edu,AI,7,2
506,Parth Joshi,parth.joshi@college.edu,Data Science,3,3
507,Parth Roy,parth.roy@college.edu,Information Technology,8,1
508,Parth Sen,parth.sen@college.edu,AI,2,2
509,Parth Thakur,parth.thakur@college.edu,Information Technology,8,4
510,Parth Tiwari,parth.tiwari@college.edu,Computer Science,4,4
511,Payal Gill,payal.gill@college.edu,Data Science,7,4
512,Payal Hegde,payal.hegde@college.edu,Computer Science,7,1
513,Payal Khanna,payal.khanna@college.edu,AI,5,2
514,Payal Menon,payal.menon@college.edu,Computer Science,1,4
515,Payal Nair,payal.nair@college.edu,Computer Science,4,1
516,Payal Pillai,payal.pillai@college.edu,AI,6,4
517,Payal Reddy,payal.reddy@college.edu,Information Technology,7,3
518,Payal Sethi,payal.sethi@college.edu,Computer Science,3,2
519,Payal Shah,payal.shah@college.edu,Information Technology,4,2
520,Pooja Chatterjee,pooja.chatterjee@college.edu,Computer Science,5,1
521,Pooja Desai,pooja.desai@college.edu,Information Technology,6,1
522,Pooja Dutta,pooja.dutta@college.edu,AI,1,2
523,Pooja Hegde,pooja.hegde@college.edu,Computer Science,1,4
524,Pooja Jain,pooja.jain@college.edu,AI,5,4
525,Pooja Kapoor,pooja.kapoor@college.edu,Computer Science,5,3
526,Pooja Kaur,pooja.kaur@college.edu,AI,3,4
527,Pooja Mehta,pooja.mehta@college.edu,AI,7,1
528,Pooja Mukherjee,pooja.mukherjee@college.edu,Computer Science,1,1
529,Pooja Pandey,pooja.pandey@college.edu,Computer Science,6,4
530,Pooja Reddy,pooja.reddy@college.edu,Computer Science,4,1
531,Pradeep Agarwal,pradeep.agarwal@college.edu,Data Science,6,2
532,Pradeep Arora,pradeep.arora@college.edu,Information Technology,2,2
533,Pradeep Dubey,pradeep.dubey@college.edu,Data Science,2,4
534,Pradeep Hegde,pradeep.hegde@college.edu,Data Science,5,2
535,Pradeep Kaur,pradeep.kaur@college.edu,AI,3,2
536,Pradeep Kumar,pradeep.kumar@college.edu,Computer Science,2,3
537,Pradeep Mukherjee,pradeep.mukherjee@college.edu,Information Technology,1,3
538,Pradeep Pillai,pradeep.pillai@college.edu,AI,6,2
539,Pradeep Reddy,pradeep.reddy@college.edu,Data Science,6,4
540,Pradeep Shah,pradeep.shah@college.edu,Computer Science,5,3
541,Pradeep Shetty,pradeep.shetty@college.edu,AI,7,1
542,Pradeep Tiwari,pradeep.tiwari@college.edu,Computer Science,7,1
543,Pradeep Verma,pradeep.verma@college.edu,AI,4,1
544,Pranav Agarwal,pranav.agarwal@college.edu,Computer Science,5,4
545,Pranav Bose,pranav.bose@college.edu,Data Science,8,2
546,Pranav Chauhan,pranav.chauhan@college.edu,Information Technology,4,1
547,Pranav Ghosh,pranav.ghosh@college.edu,Data Science,8,4
548,Pranav Mehta,pranav.mehta@college.edu,Information Technology,7,3
549,Pranav Patel,pranav.patel@college.edu,Computer Science,5,2
550,Pranav Singh,pranav.singh@college.edu,AI,8,3
551,Pranav Verma,pranav.verma@college.edu,Data Science,5,4
552,Priya Agarwal,priya.agarwal@college.edu,Information Technology,5,1
553,Priya Bhatt,priya.bhatt@college.edu,Data Science,7,1
554,Priya Chatterjee,priya.chatterjee@college.edu,Information Technology,4,4
555,Priya Khanna,priya.khanna@college.edu,Data Science,4,1
556,Priya Malhotra,priya.malhotra@college.edu,Information Technology,5,2
557,Priya Mishra,priya.mishra@college.edu,Information Technology,2,4
558,Priya Patel,priya.patel@college.edu,Computer Science,3,3
559,Priya Patil,priya.patil@college.edu,Information Technology,7,4
560,Priya Roy,priya.roy@college.edu,Computer Science,3,2
561,Priya Sen,priya.sen@college.edu,Information Technology,3,2
562,Priya Tiwari,priya.tiwari@college.edu,AI,4,4
563,Priya Trivedi,priya.trivedi@college.edu,AI,4,4
564,Rahul Bhatt,rahul.bhatt@college.edu,AI,2,1
565,Rahul Dubey,rahul.dubey@college.edu,Information Technology,3,2
566,Rahul Mehta,rahul.mehta@college.edu,Computer Science,3,4
567,Rahul Mukherjee,rahul.mukherjee@college.edu,Computer Science,5,4
568,Rahul Nair,rahul.nair@college.edu,Information Technology,4,2
569,Rahul Saxena,rahul.saxena@college.edu,AI,3,4
570,Rahul Shah,rahul.shah@college.edu,AI,6,1
571,Rajesh Agarwal,rajesh.agarwal@college.edu,Computer Science,2,2
572,Rajesh Arora,rajesh.arora@college.edu,AI,8,1
573,Rajesh Desai,rajesh.desai@college.edu,Data Science,6,1
574,Rajesh Gupta,rajesh.gupta@college.edu,Computer Science,6,1
575,Rajesh Kulkarni,rajesh.kulkarni@college.edu,AI,8,1
576,Rajesh Malhotra,rajesh.malhotra@college.edu,Computer Science,7,2
577,Rajesh Sethi,rajesh.sethi@college.edu,Data Science,7,1
578,Rajesh Singh,rajesh.singh@college.edu,Computer Science,2,1
579,Rajesh Tiwari,rajesh.tiwari@college.edu,Computer Science,6,4
580,Rajesh Verma,rajesh.verma@college.edu,Computer Science,3,2
581,Ramesh Chatterjee,ramesh.chatterjee@college.edu,Computer Science,4,2
582,Ramesh Chauhan,ramesh.chauhan@college.edu,Data Science,2,3
583,Ramesh Dubey,ramesh.dubey@college.edu,Information Technology,5,2
584,Ramesh Gupta,ramesh.gupta@college.edu,Computer Science,8,2
585,Ramesh Iyer,ramesh.iyer@college.edu,Computer Science,6,3
586,Ramesh Khanna,ramesh.khanna@college.edu,AI,2,2
587,Ramesh Menon,ramesh.menon@college.edu,Computer Science,1,2
588,Ramesh Mishra,ramesh.mishra@college.edu,AI,1,2
589,Ramesh Patil,ramesh.patil@college.edu,Information Technology,7,2
590,Ramesh Rao,ramesh.rao@college.edu,Data Science,8,3
591,Ramesh Singh,ramesh.singh@college.edu,Data Science,4,2
592,Ramesh Thakur,ramesh.thakur@college.edu,Information Technology,3,2
593,Ramesh Tiwari,ramesh.tiwari@college.edu,Data Science,4,3
594,Ravi Chatterjee,ravi.chatterjee@college.edu,Information Technology,4,4
595,Ravi Chopra,ravi.chopra@college.edu,Information Technology,4,1
596,Ravi Dubey,ravi.dubey@college.edu,Information Technology,8,4
597,Ravi Gupta,ravi.gupta@college.edu,Data Science,4,3
598,Ravi Patil,ravi.patil@college.edu,AI,5,1
599,Ravi Reddy,ravi.reddy@college.edu,Information Technology,8,3
600,Ravi Thakur,ravi.thakur@college.edu,Computer Science,5,3
601,Rekha Banerjee,rekha.banerjee@college.edu,Data Science,8,2
602,Rekha Chatterjee,rekha.chatterjee@college.edu,Information Technology,7,1
603,Rekha Ghosh,rekha.ghosh@college.edu,Information Technology,2,2
604,Rekha Gill,rekha.gill@college.edu,Computer Science,1,1
605,Rekha Iyer,rekha.iyer@college.edu,AI,4,3
606,Rekha Kulkarni,rekha.kulkarni@college.edu,AI,7,3
607,Rekha Mukherjee,rekha.mukherjee@college.edu,AI,2,4
608,Rekha Nair,rekha.nair@college.edu,Information Technology,1,1
609,Rekha Reddy,rekha.reddy@college.edu,Information Technology,6,2
610,Rekha Shah,rekha.shah@college.edu,Information Technology,3,4
611,Rekha Shetty,rekha.shetty@college.edu,Data Science,5,4
612,Rhea Agarwal,rhea.agarwal@college.edu,Computer Science,6,4
613,Rhea Bose,rhea.bose@college.edu,Information Technology,8,2
614,Rhea Chatterjee,rhea.chatterjee@college.edu,Computer Science,1,4
615,Rhea Gupta,rhea.gupta@college.edu,Computer Science,6,2
616,Rhea Mukherjee,rhea.mukherjee@college.edu,AI,3,4
617,Rhea Nair,rhea.nair@college.edu,Data Science,7,2
618,Rhea Sen,rhea.sen@college.edu,Information Technology,1,3
619,Rhea Shah,rhea.shah@college.edu,AI,6,3
620,Rhea Trivedi,rhea.trivedi@college.edu,AI,5,3
621,Rishi Banerjee,rishi.banerjee@college.edu,Information Technology,5,3
622,Rishi Das,rishi.das@college.edu,Computer Science,2,3
623,Rishi Jain,rishi.jain@college.edu,AI,6,4
624,Rishi Kaur,rishi.kaur@college.edu,Computer Science,4,4
625,Rishi Nair,rishi.nair@college.edu,Data Science,6,4
626,Rishi Pandey,rishi.pandey@college.edu,Computer Science,7,2
627,Rishi Patil,rishi.patil@college.edu,Data Science,1,2
628,Ritika Banerjee,ritika.banerjee@college.edu,Computer Science,1,2
629,Ritika Chatterjee,ritika.chatterjee@college.edu,AI,7,2
630,Ritika Chopra,ritika.chopra@college.edu,AI,6,3
631,Ritika Desai,ritika.desai@college.edu,Data Science,7,3
632,Ritika Hegde,ritika.hegde@college.edu,Information Technology,3,3
633,Ritika Malhotra,ritika.malhotra@college.edu,Data Science,8,1
634,Ritika Menon,ritika.menon@college.edu,Data Science,7,4
635,Ritika Sen,ritika.sen@college.edu,Computer Science,5,2
636,Ritika Singh,ritika.singh@college.edu,Computer Science,7,2
637,Ritika Trivedi,ritika.trivedi@college.edu,Data Science,1,3
638,Ritu Arora,ritu.arora@college.edu,AI,5,2
639,Ritu Bhat,ritu.bhat@college.edu,Computer Science,1,2
640,Ritu Joshi,ritu.joshi@college.edu,Information Technology,2,4
641,Ritu Khanna,ritu.khanna@college.edu,Computer Science,4,3
642,Ritu Patel,ritu.patel@college.edu,Computer Science,1,4
643,Ritu Pillai,ritu.pillai@college.edu,Information Technology,5,1
644,Ritu Sharma,ritu.sharma@college.edu,Data Science,2,1
645,Ritu Tiwari,ritu.tiwari@college.edu,Information Technology,1,1
646,Ritu Verma,ritu.verma@college.edu,Data Science,3,3
647,Rohan Bhat,rohan.bhat@college.edu,Data Science,7,2
648,Rohan Bhatt,rohan.bhatt@college.edu,Data Science,4,3
649,Rohan Dutta,rohan.dutta@college.edu,Information Technology,1,3
650,Rohan Joshi,rohan.joshi@college.edu,Data Science,2,2
651,Rohan Kumar,rohan.kumar@college.edu,AI,3,4
652,Rohan Malhotra,rohan.malhotra@college.edu,Information Technology,6,1
653,Rohan Pillai,rohan.pillai@college.edu,AI,2,4
654,Rohan Sen,rohan.sen@college.edu,Data Science,7,1
655,Rohan Singh,rohan.singh@college.edu,Computer Science,2,3
656,Rohan Thakur,rohan.thakur@college.edu,Data Science,3,1
657,Rohan Tiwari,rohan.tiwari@college.edu,AI,2,3
658,Roshni Agarwal,roshni.agarwal@college.edu,AI,3,4
659,Roshni Bhat,roshni.bhat@college.edu,Information Technology,1,3
660,Roshni Chauhan,roshni.chauhan@college.edu,Computer Science,8,4
661,Roshni Desai,roshni.desai@college.edu,Information Technology,3,2
662,Roshni Iyer,roshni.iyer@college.edu,AI,3,2
663,Roshni Khanna,roshni.khanna@college.edu,Data Science,4,2
664,Roshni Nair,roshni.nair@college.edu,Computer Science,3,3
665,Roshni Rao,roshni.rao@college.edu,Data Science,3,2
666,Roshni Reddy,roshni.reddy@college.edu,Data Science,6,1
667,Saanvi Arora,saanvi.arora@college.edu,Computer Science,8,4
668,Saanvi Bhat,saanvi.bhat@college.edu,Information Technology,1,4
669,Saanvi Desai,saanvi.desai@college.edu,Data Science,7,1
670,Saanvi Ghosh,saanvi.ghosh@college.edu,AI,4,3
671,Saanvi Gill,saanvi.gill@college.edu,Data Science,6,3
672,Saanvi Iyer,saanvi.iyer@college.edu,Computer Science,5,4
673,Saanvi Kumar,saanvi.kumar@college.edu,Computer Science,8,2
674,Saanvi Pandey,saanvi.pandey@college.edu,Computer Science,1,3
675,Saanvi Patel,saanvi.patel@college.edu,Information Technology,1,3
676,Saanvi Rao,saanvi.rao@college.edu,Data Science,5,1
677,Saanvi Saxena,saanvi.saxena@college.edu,Information Technology,7,1
678,Saanvi Sen,saanvi.sen@college.edu,Information Technology,3,2
679,Saanvi Thakur,saanvi.thakur@college.edu,Computer Science,6,3
680,Sachin Banerjee,sachin.banerjee@college.edu,Computer Science,2,3
681,Sachin Desai,sachin.desai@college.edu,Information Technology,4,1
682,Sachin Hegde,sachin.hegde@college.edu,Data Science,2,3
683,Sachin Jain,sachin.jain@college.edu,AI,5,4
684,Sachin Joshi,sachin.joshi@college.edu,Information Technology,1,1
685,Sachin Kulkarni,sachin.kulkarni@college.edu,Data Science,7,2
686,Sachin Pandey,sachin.pandey@college.edu,Computer Science,1,1
687,Sachin Patel,sachin.patel@college.edu,Computer Science,4,3
688,Sachin Reddy,sachin.reddy@college.edu,Data Science,1,2
689,Sachin Singh,sachin.singh@college.edu,AI,1,1
690,Sahil Chauhan,sahil.chauhan@college.edu,Computer Science,4,4
691,Sahil Das,sahil.das@college.edu,Computer Science,6,4
692,Sahil Gupta,sahil.gupta@college.edu,Computer Science,6,1
693,Sahil Kaur,sahil.kaur@college.edu,Data Science,4,4
694,Sahil Kumar,sahil.kumar@college.edu,Information Technology,7,4
695,Sahil Malhotra,sahil.malhotra@college.edu,Computer Science,5,4
696,Sahil Nair,sahil.nair@college.edu,Information Technology,8,2
697,Sahil Patil,sahil.patil@college.edu,AI,1,4
698,Sahil Pillai,sahil.pillai@college.edu,Computer Science,7,4
699,Sahil Shetty,sahil.shetty@college.edu,Computer Science,1,4
700,Sahil Singh,sahil.singh@college.edu,AI,8,2
701,Sahil Trivedi,sahil.trivedi@college.edu,Computer Science,5,1
702,Sandeep Dubey,sandeep.dubey@college.edu,Information Technology,6,3
703,Sandeep Ghosh,sandeep.ghosh@college.edu,Data Science,7,4
704,Sandeep Mukherjee,sandeep.mukherjee@college.edu,Information Technology,3,1
705,Sandeep Patel,sandeep.patel@college.edu,Data Science,3,4
706,Sandeep Rao,sandeep.rao@college.edu,Data Science,8,2
707,Sandeep Roy,sandeep.roy@college.edu,Information Technology,3,1
708,Sandeep Sharma,sandeep.sharma@college.edu,Information Technology,6,2
709,Sanya Arora,sanya.arora@college.edu,Information Technology,8,4
710,Sanya Bajaj,sanya.bajaj@college.edu,Information Technology,6,4
711,Sanya Bose,sanya.bose@college.edu,AI,5,2
712,Sanya Das,sanya.das@college.edu,Computer Science,1,3
713,Sanya Dutta,sanya.dutta@college.edu,Data Science,5,2
714,Sanya Iyer,sanya.iyer@college.edu,Information Technology,5,4
715,Sanya Joshi,sanya.joshi@college.edu,Information Technology,6,2
716,Sanya Kulkarni,sanya.kulkarni@college.edu,Information Technology,8,3
717,Sanya Mukherjee,sanya.mukherjee@college.edu,AI,8,2
718,Sanya Patil,sanya.patil@college.edu,Information Technology,3,3
719,Sanya Pillai,sanya.pillai@college.edu,Information Technology,2,3
720,Sanya Sethi,sanya.sethi@college.edu,Information Technology,1,2
721,Shalini Agarwal,shalini.agarwal@college.edu,Computer Science,6,2
722,Shalini Bajaj,shalini.bajaj@college.edu,AI,3,1
723,Shalini Bhatt,shalini.bhatt@college.edu,Information Technology,7,4
724,Shalini Das,shalini.das@college.edu,Data Science,2,3
725,Shalini Dutta,shalini.dutta@college.edu,Data Science,2,1
726,Shalini Ghosh,shalini.ghosh@college.edu,Data Science,6,2
727,Shalini Gill,shalini.gill@college.edu,AI,4,4
728,Shalini Iyer,shalini.iyer@college.edu,AI,1,1
729,Shalini Menon,shalini.menon@college.edu,Data Science,2,3
730,Shalini Mishra,shalini.mishra@college.edu,Information Technology,6,1
731,Shalini Pandey,shalini.pandey@college.edu,AI,6,3
732,Shalini Patel,shalini.patel@college.edu,Data Science,3,2
733,Shalini Rao,shalini.rao@college.edu,Data Science,7,4
734,Shalini Reddy,shalini.reddy@college.edu,Information Technology,4,4
735,Shalini Shah,shalini.shah@college.edu,Computer Science,1,4
736,Shalini Verma,shalini.verma@college.edu,AI,8,2
737,Shreya Chopra,shreya.chopra@college.edu,Information Technology,5,3
738,Shreya Das,shreya.das@college.edu,Data Science,7,2
739,Shreya Kaur,shreya.kaur@college.edu,Data Science,7,4
740,Shreya Kulkarni,shreya.kulkarni@college.edu,Information Technology,3,2
741,Shreya Mukherjee,shreya.mukherjee@college.edu,AI,8,2
742,Shreya Tiwari,shreya.tiwari@college.edu,Computer Science,2,2
743,Shreya Verma,shreya.verma@college.edu,Computer Science,2,3
744,Shweta Bhatt,shweta.bhatt@college.edu,Data Science,3,1
745,Shweta Dutta,shweta.dutta@college.edu,AI,6,1
746,Shweta Gupta,shweta.gupta@college.edu,Computer Science,2,2
747,Shweta Iyer,shweta.iyer@college.edu,AI,4,1
748,Shweta Kaur,shweta.kaur@college.edu,AI,1,1
749,Shweta Malhotra,shweta.malhotra@college.edu,Data Science,7,2
750,Shweta Mishra,shweta.mishra@college.edu,Computer Science,7,2
751,Shweta Nair,shweta.nair@college.edu,Information Technology,4,4
752,Shweta Patel,shweta.patel@college.edu,Data Science,8,1
753,Shweta Patil,shweta.patil@college.edu,Computer Science,2,3
754,Shweta Rao,shweta.rao@college.edu,Computer Science,7,2
755,Shweta Sharma,shweta.sharma@college.edu,Computer Science,5,4
756,Siddharth Arora,siddharth.arora@college.edu,Computer Science,8,3
757,Siddharth Bajaj,siddharth.bajaj@college.edu,Computer Science,1,1
758,Siddharth Banerjee,siddharth.banerjee@college.edu,AI,1,4
759,Siddharth Chauhan,siddharth.chauhan@college.edu,Data Science,7,2
760,Siddharth Chopra,siddharth.chopra@college.edu,AI,3,3
761,Siddharth Ghosh,siddharth.ghosh@college.edu,Information Technology,8,2
762,Siddharth Iyer,siddharth.iyer@college.edu,Computer Science,7,1
763,Siddharth Joshi,siddharth.joshi@college.edu,Data Science,3,3
764,Siddharth Kapoor,siddharth.kapoor@college.edu,Computer Science,7,1
765,Siddharth Kulkarni,siddharth.kulkarni@college.edu,Data Science,5,1
766,Siddharth Malhotra,siddharth.malhotra@college.edu,AI,8,4
767,Siddharth Menon,siddharth.menon@college.edu,Data Science,6,2
768,Siddharth Saxena,siddharth.saxena@college.edu,Information Technology,1,3
769,Siddharth Sen,siddharth.sen@college.edu,Information Technology,7,1
770,Siddharth Verma,siddharth.verma@college.edu,Data Science,5,1
771,Simran Banerjee,simran.banerjee@college.edu,Data Science,3,3
772,Simran Chatterjee,simran.chatterjee@college.edu,Data Science,3,1
773,Simran Chopra,simran.chopra@college.edu,Data Science,1,4
774,Simran Das,simran.das@college.edu,Information Technology,4,4
775,Simran Dutta,simran.dutta@college.edu,Computer Science,7,4
776,Simran Joshi,simran.joshi@college.edu,Data Science,8,4
777,Simran Kumar,simran.kumar@college.edu,Data Science,2,1
778,Simran Malhotra,simran.malhotra@college.edu,Information Technology,3,3
779,Simran Pandey,simran.pandey@college.edu,Information Technology,8,3
780,Simran Patil,simran.patil@college.edu,AI,8,3
781,Simran Saxena,simran.saxena@college.edu,Data Science,6,3
782,Sneha Bhatt,sneha.bhatt@college.edu,AI,8,2
783,Sneha Dubey,sneha.dubey@college.edu,Information Technology,8,3
784,Sneha Dutta,sneha.dutta@college.edu,Information Technology,6,2
785,Sneha Iyer,sneha.iyer@college.edu,Computer Science,3,2
786,Sneha Kumar,sneha.kumar@college.edu,Data Science,8,4
787,Sneha Malhotra,sneha.malhotra@college.edu,AI,4,2
788,Sneha Nair,sneha.nair@college.edu,Information Technology,4,1
789,Sneha Patel,sneha.patel@college.edu,Information Technology,5,2
790,Sneha Patil,sneha.patil@college.edu,AI,6,4
791,Sneha Roy,sneha.roy@college.edu,Computer Science,5,2
792,Sneha Sharma,sneha.sharma@college.edu,Information Technology,6,1
793,Sneha Thakur,sneha.thakur@college.edu,Data Science,7,1
794,Sneha Tiwari,sneha.tiwari@college.edu,Information Technology,7,1
795,Sonali Gill,sonali.gill@college.edu,Data Science,8,4
796,Sonali Kaur,sonali.kaur@college.edu,AI,2,4
797,Sonali Kumar,sonali.kumar@college.edu,Data Science,7,3
798,Sonali Malhotra,sonali.malhotra@college.edu,AI,2,4
799,Sonali Pandey,sonali.pandey@college.edu,Data Science,7,1
800,Sonali Patel,sonali.patel@college.edu,AI,1,1
801,Sonali Sethi,sonali.sethi@college.edu,Data Science,7,4
802,Sonali Sharma,sonali.sharma@college.edu,Computer Science,5,2
803,Sonali Tiwari,sonali.tiwari@college.edu,Data Science,3,4
804,Sonali Verma,sonali.verma@college.edu,Data Science,8,4
805,Suhani Bajaj,suhani.bajaj@college.edu,Computer Science,5,1
806,Suhani Chatterjee,suhani.chatterjee@college.edu,Information Technology,3,3
807,Suhani Chauhan,suhani.chauhan@college.edu,Information Technology,4,1
808,Suhani Dubey,suhani.dubey@college.edu,Data Science,5,3
809,Suhani Gupta,suhani.gupta@college.edu,Computer Science,4,1
810,Suhani Hegde,suhani.hegde@college.edu,Data Science,2,4
811,Suhani Khanna,suhani.khanna@college.edu,AI,2,1
812,Suhani Kumar,suhani.kumar@college.edu,AI,1,1
813,Suhani Pandey,suhani.pandey@college.edu,Data Science,7,1
814,Suhani Patil,suhani.patil@college.edu,Information Technology,5,4
815,Suhani Sethi,suhani.sethi@college.edu,Information Technology,4,4
816,Sunil Chatterjee,sunil.chatterjee@college.edu,Data Science,3,4
817,Sunil Chopra,sunil.chopra@college.edu,Data Science,2,4
818,Sunil Desai,sunil.desai@college.edu,AI,7,3
819,Sunil Dubey,sunil.dubey@college.edu,Information Technology,2,3
820,Sunil Gill,sunil.gill@college.edu,Data Science,3,2
821,Sunil Kapoor,sunil.kapoor@college.edu,AI,7,4
822,Sunil Malhotra,sunil.malhotra@college.edu,Information Technology,7,3
823,Sunil Nair,sunil.nair@college.edu,Computer Science,4,1
824,Sunil Pillai,sunil.pillai@college.edu,AI,4,4
825,Sunil Roy,sunil.roy@college.edu,Information Technology,5,2
826,Suresh Bajaj,suresh.bajaj@college.edu,Information Technology,5,2
827,Suresh Dubey,suresh.dubey@college.edu,AI,6,2
828,Suresh Gupta,suresh.gupta@college.edu,Computer Science,8,1
829,Suresh Kaur,suresh.kaur@college.edu,AI,6,3
830,Suresh Mukherjee,suresh.mukherjee@college.edu,Information Technology,1,1
831,Suresh Patel,suresh.patel@college.edu,Data Science,2,4
832,Suresh Sharma,suresh.sharma@college.edu,Data Science,5,2
833,Suresh Thakur,suresh.thakur@college.edu,AI,4,1
834,Suresh Tiwari,suresh.tiwari@college.edu,Information Technology,3,1
835,Swati Agarwal,swati.agarwal@college.edu,Data Science,4,3
836,Swati Arora,swati.arora@college.edu,Information Technology,2,3
837,Swati Banerjee,swati.banerjee@college.edu,AI,6,2
838,Swati Bose,swati.bose@college.edu,Data Science,4,1
839,Swati Das,swati.das@college.edu,Information Technology,8,1
840,Swati Dubey,swati.dubey@college.edu,Data Science,1,3
841,Swati Iyer,swati.iyer@college.edu,AI,2,1
842,Swati Joshi,swati.joshi@college.edu,Information Technology,6,1
843,Swati Khanna,swati.khanna@college.edu,Data Science,8,1
844,Swati Mishra,swati.mishra@college.edu,AI,3,3
